"id","code_prefix_start","parent_id/id","name","chart_template_id/id"
"hr_group_240","240","hr_group_24","Obveze za porez na dodanu vrijednost","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_241","241","hr_group_24","Obveze za porez i prirez na dohodak","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_242","242","hr_group_24","Obveze za doprinose za osiguranja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_243","243","hr_group_24","Obveze za porez na dobitak, dohodak od kapitala i porez po odbitku","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_244","244","hr_group_24","Obveze za posebne poreze, trošarine i druge poreze prema državi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_245","245","hr_group_24","Obveze za članarinu turističkim zajednicama","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_246","246","hr_group_24","Obveze za članarinu komori","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_247","247","hr_group_24","Obveze za carinu i carinske pristojbe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_248","248","hr_group_24","Obveze za lokalne poreze i druga davanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_249","249","hr_group_24","Ostale obveze javnih davanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_25","25","hr_group_2","DUGOROČNE OBVEZE (za duže od jedne godine)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_250","250","hr_group_25","Obveze prema poduzetnicima unutar grupe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_251","251","hr_group_25","Obveze za zajmove, depozite i sl.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_252","252","hr_group_25","Obveze prema bankama i dr. financijskim institucijama","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_253","253","hr_group_25","Dugoročne obveze iz financijskog i operativnog lizinga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_254","254","hr_group_25","Obveze za predujmove","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_255","255","hr_group_25","Obveze prema dobavljačima (neisplaćene dugoročne obveze prema vjerovnicima s osnove poslovanja)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_256","256","hr_group_25","Obveze po vrijednosnim papirima (dugoročnim)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_257","257","hr_group_25","Obveze prema društvima povezanim sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_258","258","hr_group_25","Obveze prema Državi (realizirana jamstva, krediti, plaćene koncesije)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_259","259","hr_group_25","Ostale dugoročne obveze","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_26","26","hr_group_2","ODGOĐENI POREZI","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_260","260","hr_group_26","Odgođena porezna obveza","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_28","28","hr_group_2","DUGOROČNA REZERVIRANJA ZA RIZIKE I TROŠKOVE","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_280","280","hr_group_28","Rezerviranja za otpremnine i mirovine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_281","281","hr_group_28","Rezerviranja za porezne obveze","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_282","282","hr_group_28","Rezerviranja za započete sudske sporove","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_283","283","hr_group_28","Rezerviranja za troškove obnavljanja prirodnih bogatstava","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_284","284","hr_group_28","Rezerviranja za troškove u jamstvenim rokovima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_285","285","hr_group_28","Druga rezerviranja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_29","29","hr_group_2","ODGOĐENO PLAĆANJE TROŠKOVA I PRIHOD BUDUĆEG RAZDOBLJA","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_290","290","hr_group_29","Odgođeno plaćanje troškova","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_291","291","hr_group_29","Obračunani troškovi korištenih prava","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_292","292","hr_group_29","Obračunani troškovi nabave dobara","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_293","293","hr_group_29","Obračunani prihodi budućeg razdoblja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_294","294","hr_group_29","Odgođeni prihodi iz državnih potpora (HSFI t. 15.37 i MRS 20, t. 12. i 24.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_295","295","hr_group_29","Odgođeno priznavanje prihoda","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_296","296","hr_group_29","Odgođeni prihod s osnove nefakturiranih isporuka dobara i usluga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_297","297","hr_group_29","Nerealizirani dobitci iz financijske imovine (HSFI 9 i MSFI 9)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_298","298","hr_group_29","Odgođeni fakturirani prihod za koji nije nastala isporuka","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_299","299","hr_group_29","Ostala pasivna vremenska razgraničenja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_3","3",,"ZALIHE SIROVINA I MATERIJALA, REZERVNIH DIJELOVA I SITNOG INVENTARA","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_30","30","hr_group_3","OBRAČUN TROŠKOVA KUPNJE ZALIHA","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_300","300","hr_group_30","Kupovna cijena dobavljača","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_301","301","hr_group_30","Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_302","302","hr_group_30","Carina i druge uvozne pristojbe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_303","303","hr_group_30","Posebni porezi (trošarine) koji se ne mogu odbiti","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_309","309","hr_group_30","Obračun troškova kupnje","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_31","31","hr_group_3","SIROVINE I MATERIJAL NA ZALIHI","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_310","310","hr_group_31","Sirovine i materijal u skladištu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_311","311","hr_group_31","Materijal u doradi, obradi i manipulaciji","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_312","312","hr_group_31","Materijal na doradi kod ortaka","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_313","313","hr_group_31","Zalihe materijala za poljoprivredu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_318","318","hr_group_31","Odstupanje od cijene zaliha","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_319","319","hr_group_31","Vrijednosno usklađenje zaliha sirovina i materijala","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_32","32","hr_group_3","ZALIHE REZERVNIH DIJELOVA","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_320","320","hr_group_32","Rezervni dijelovi na zalihi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_328","328","hr_group_32","Odstupanje od cijene rez. dijelova na zalihi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_329","329","hr_group_32","Vrijednosno usklađenje zaliha rezervnih dijelova","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_35","35","hr_group_3","ZALIHE SITNOG INVENTARA I AUTOGUMA","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_350","350","hr_group_35","Sitan inventar na zalihi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_351","351","hr_group_35","Ambalaža na zalihi (samo vlastita i višekratna, analitika prema vrstama)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_352","352","hr_group_35","Autogume na zalihi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_358","358","hr_group_35","Odstupanje od cijene","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_359","359","hr_group_35","Vrijednosno usklađenje zaliha","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_36","36","hr_group_3","ZALIHE SITNOG INVENTARA I AUTOGUMA U UPORABI","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_360","360","hr_group_36","Sitan inventar u uporabi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_361","361","hr_group_36","Ambalaža u uporabi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_362","362","hr_group_36","Autogume u uporabi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_363","363","hr_group_36","Otpis sitnog inventara","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_364","364","hr_group_36","Otpis ambalaže","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_365","365","hr_group_36","Otpis autoguma","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_369","369","hr_group_36","Vrijednosno usklađenje sitnog inventara, ambalaže i autoguma","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_37","37","hr_group_3","PREDUJMOVI DOBAVLJAČIMA SIROVINA I MATERIJALA, REZERVNIH DIJELOVA, SITNOG INVENTARA I AUTOGUMA","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_370","370","hr_group_37","Predujmovi dobavljačima materijala","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_371","371","hr_group_37","Predujmovi dobavljačima rezervnih dijelova","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_372","372","hr_group_37","Predujmovi dobavljačima sitnog inventara","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_373","373","hr_group_37","Predujmovi dani uvozniku za nabavu sirovina i materijala, dijelova i inventara","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_374","374","hr_group_37","Predujmovi inozemnim dobavljačima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_379","379","hr_group_37","Vrijednosno usklađenje danih predujmova","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_4","4",,"TROŠKOVI PREMA VRSTAMA, FINANCIJSKI I OSTALI RASHODI","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_40","40","hr_group_4","MATERIJALNI TROŠKOVI","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_400","400","hr_group_40","Troškovi sirovina i materijala (za proizvodnju dobara i usluga)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_401","401","hr_group_40","Materijalni troškovi administracije, uprave i prodaje","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_402","402","hr_group_40","Materijalni troškovi istraživanja i razvoja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_403","403","hr_group_40","Troškovi ambalaže","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_404","404","hr_group_40","Trošak sitnog inventara, ambalaže i autoguma","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_405","405","hr_group_40","Rezervni dijelovi i materijal za održavanje","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_406","406","hr_group_40","Potrošena energija u proizvodnji dobara i usluga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_407","407","hr_group_40","Potrošena energija u administraciji, upravi i prodaji","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_408","408","hr_group_40","Troškovi uzoraka","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_409","409","hr_group_40","Odstupanja od standardnog troška","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_41","41","hr_group_4","OSTALI VANJSKI TROŠKOVI (troškovi usluga)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_410","410","hr_group_41","Troškovi telefona, prijevoza i sl.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_411","411","hr_group_41","Troškovi vanjskih usluga pri izradi dobara i obavljanju usluga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_412","412","hr_group_41","Usluge održavanja i zaštite (servisne usluge)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_413","413","hr_group_41","Usluge registracije prijevoznih sredstava i troškovi dozvola","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_414","414","hr_group_41","Usluge zakupa - lizinga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_415","415","hr_group_41","Usluge promidžbe, sponzorstva i troškovi sajmova","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_416","416","hr_group_41","Intelektualne i osobne usluge","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_417","417","hr_group_41","Troškovi komunalnih i sličnih usluga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_418","418","hr_group_41","Usluge reprezentacije - ugošćivanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_419","419","hr_group_41","Troškovi ostalih vanjskih usluga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_42","42","hr_group_4","TROŠKOVI OSOBLJA - PLAĆE","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_420","420","hr_group_42","Neto plaće i nadoknade","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_421","421","hr_group_42","Troškovi poreza i prireza","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_422","422","hr_group_42","Troškovi doprinosa iz plaća","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_423","423","hr_group_42","Doprinosi na plaće","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_424","424","hr_group_42","Bruto plaće","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_43","43","hr_group_4","AMORTIZACIJA","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_430","430","hr_group_43","Amortizacija nematerijalne imovine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_431","431","hr_group_43","Amortizacija materijalne imovine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_432","432","hr_group_43","Amortizacija osobnih automobila i dr. sredstava za osobni prijevoz","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_433","433","hr_group_43","Amortizacija objekata i opreme uprave i prodaje","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_434","434","hr_group_43","Povećana amortizacija s temelja revalorizacije","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_435","435","hr_group_43","Amortizacija biološke imovine (vinogradi, voćnjaci, osnovno stado i sl.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_436","436","hr_group_43","Amortizacija iznad porezno dopuštene","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_44","44","hr_group_4","VRIJEDNOSNO USKLAĐENJE DUGOTRAJNE I KRATKOTRAJNE IMOVINE","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_440","440","hr_group_44","Vrijednosno usklađenje dugotrajne nematerijalne imovine (018)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_441","441","hr_group_44","Vrijednosno usklađenje dugotrajne materijalne imovine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_442","442","hr_group_44","Vrijednosno usklađenje dugotrajnih potraživanja (veza sa 078)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_444","444","hr_group_44","Vrijednosno usklađenje depozita u bankama, mjenica, čekova i sl. (109 i dio 119)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_445","445","hr_group_44","Vrijednosno usklađenje kratkotrajnih potraživanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_446","446","hr_group_44","Vrijednosno usklađenje zaliha (veza s 319, 329, 359 i 369)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_447","447","hr_group_44","Vrijednosno usklađenje danih predujmova (veza s 379)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_448","448","hr_group_44","Vrijednosno usklađenje potraživanja iz predstečajne nagodbe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_449","449","hr_group_44","Otpis zaliha materijala","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_45","45","hr_group_4","REZERVIRANJA (V. skupinu 28)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_450","450","hr_group_45","Troškovi dugoročnog rezerviranja za mirovine, otpremnine i sl. obveze (čl. 11. st. 2. ZoPD-a)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_451","451","hr_group_45","Rezerviranja za porezne obveze","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_452","452","hr_group_45","Troškovi dugoročnog rezerviranja za gubitke po započetim sudskim sporovima (čl. 11. st. 2. ZoPD-a)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_453","453","hr_group_45","Troškovi dugoročnog rezerviranja za obnovu prirodnog bogatstva (čl. 11. st. 2. ZoPD-a)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_454","454","hr_group_45","Troškovi dugoročnog rezerviranja za rizike u jamstvenom (garancijskom) roku (čl. 11. st. 2. ZoPD-a)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_455","455","hr_group_45","Troškovi dugoročnog rezerviranja za restrukturiranje poduzeća (MRS 37, t. 72. i HSFI t. 16.22)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_456","456","hr_group_45","Troškovi rezerviranja po štetnim ugovorima (HSFI 16.21.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_457","457","hr_group_45","Troškovi ostalih dugoročnih rezerviranja i troškovi rizika","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_46","46","hr_group_4","OSTALI TROŠKOVI POSLOVANJA","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_460","460","hr_group_46","Dnevnice za službena putovanja i putni troškovi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_461","461","hr_group_46","Nadoknade troškova, dodatci i stipendije","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_462","462","hr_group_46","Otpremnine, darovi, nagrade za radne rezultate, potpore, premije osiguranja i jubilarne nagrade","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_463","463","hr_group_46","Troškovi reprezentacije i promidžbe (interne)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_464","464","hr_group_46","Premije osiguranja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_465","465","hr_group_46","Bankovne usluge i troškovi platnog prometa","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_466","466","hr_group_46","Članarine, nadoknade i slična davanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_467","467","hr_group_46","Porezi koji ne ovise o dobitku i pristojbe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_468","468","hr_group_46","Troškovi prava korištenja (osim najmova) i troškovi članova uprave","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_469","469","hr_group_46","Ostali troškovi poslovanja - nematerijalni","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_47","47","hr_group_4","FINANCIJSKI RASHODI","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_470","470","hr_group_47","Kamate s poduzetnicima unutar grupe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_471","471","hr_group_47","Tečajne razlike i drugi rashodi s poduzetnicima unutar grupe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_472","472","hr_group_47","Ostali troškovi s poduzetnicima unutar grupe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_473","473","hr_group_47","Kamate iz odnosa s nepovezanim poduzetnicima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_474","474","hr_group_47","Zatezne kamate","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_475","475","hr_group_47","Tečajne razlike iz odnosa s nepovezanim poduzetnicima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_476","476","hr_group_47","Gubitci iz ulaganja u dionice, udjele, obveznice i dr. vrijednosne papire (koji su prodani ispod troška nabave - čl. 10. ZoPD)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_477","477","hr_group_47","Troškovi diskonta i nagodbi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_478","478","hr_group_47","Nerealizirani gubitci (rashodi) od financ. imovine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_479","479","hr_group_47","Ostali financijski troškovi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_48","48","hr_group_4","OSTALI POSLOVNI RASHODI","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_480","480","hr_group_48","Trošak naknadnih popusta, sniženja, reklamacija i troškovi uzoraka","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_481","481","hr_group_48","Otpisi vrijednosno neusklađenih potraživanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_482","482","hr_group_48","Rashodi - otpisi nematerijalne i materijalne imovine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_483","483","hr_group_48","Manjkovi i provalne krađe na zalihama i drugim sredstvima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_484","484","hr_group_48","Kazne, penali, nadoknade šteta i troškovi iz ugovora","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_485","485","hr_group_48","Naknadno utvrđeni troškovi poslovanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_486","486","hr_group_48","Darovanje do 2% od ukupnog prihoda","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_487","487","hr_group_48","Darovanja iznad 2% od UP i dr. darovanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_488","488","hr_group_48","Troškovi iz drugih aktivnosti (izvan osnovne djelatnosti)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_489","489","hr_group_48","Ostali troškovi - rashodi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_49","49","hr_group_4","RASPORED TROŠKOVA","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_490","490","hr_group_49","Raspored troškova za obračun proizvoda i usluga (prema HSFI 10 i MRS-u 2 i MRS-u 11) - uskladištivi troškovi (na račune 60, 62 i 63)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_491","491","hr_group_49","Raspored troškova za pokriće upravnih, administrativnih, prodajnih i drugih troškova (na račune 70 i 71)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_6","6",,"PROIZVODNJA, BIOLOŠKA IMOVINA, GOTOVI PROIZVODI, ROBA I DUGOTRAJNA IMOVINA NAMIJENJENA PRODAJI","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_60","60","hr_group_6","PROIZVODNJA - TROŠKOVI KONVERZIJE","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_600","600","hr_group_60","Proizvodnja u tijeku (razrada po serijama, nositeljima troškova, mjestima, pogonima, gradilištima, objektima, radnim nalozima i sl.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_601","601","hr_group_60","Vrijednost usluga (u tijeku ili nedovršenih na datum bilance - MRS 2, t. 16.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_602","602","hr_group_60","Vanjska proizvodnja (kooperacija i dr.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_605","605","hr_group_60","Proizvodnja u slobodnoj zoni","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_606","606","hr_group_60","Proizvodnja u doradi i manipulaciji","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_607","607","hr_group_60","Obustavljena proizvodnja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_608","608","hr_group_60","Proizvodnja u tijeku iz ortačkog ugovora","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_609","609","hr_group_60","Vrijednosno usklađivanje proizvodnje - usluga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"hr_group_61","61","hr_group_6","NEDOVRŠENI PROIZVODI I POLUPROIZVODI","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
