"code","id","account_type","reconcile","name","chart_template_id/id"
"067000","hr_067000","asset_non_current",0,"Ostala dugotrajna financijska imovina","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"068000","hr_068000","asset_non_current",0,"Vrijednosno usklađenje financijske imovine - dugotrajne (analitika prema oblicima imovine)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"069000","hr_069000","asset_non_current",0,"Nezarađene kamate u kreditima i sl.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"070000","hr_070000","asset_receivable",1,"Potraživanja od poduzetnika unutar grupe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"071000","hr_071000","asset_receivable",1,"Potraživanja od društava povezanih sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"072000","hr_072000","asset_receivable",1,"Potraživanja od kupaca - dugotrajna","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"073000","hr_073000","asset_receivable",1,"Potraživanja iz faktoringa","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"074000","hr_074000","asset_receivable",1,"Potraživanja za jamčevine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"075000","hr_075000","asset_receivable",1,"Potraživanja u sporu i rizična potraživanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"076000","hr_076000","asset_receivable",1,"Potraživanja za predujmove za usluge","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"077000","hr_077000","asset_receivable",1,"Potraživanja od radnika","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"077100","hr_077100","asset_receivable",1,"Potraživanja od članova društva","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"077200","hr_077200","asset_receivable",1,"Potraživanja iz ortaštva","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"077300","hr_077300","asset_receivable",1,"Potraživanja iz predstečajne nagodbe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"078000","hr_078000","asset_receivable",1,"Vrijednosno usklađivanje dugotrajnih potraživanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"079000","hr_079000","asset_receivable",1,"Potraživanja za nezarađenu kamatu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"080000","hr_080000","asset_non_current",1,"Odgođena porezna imovina s osnove poreznog gubitka","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"080100","hr_080100","asset_non_current",1,"Odgođena porezna imovina s osnove povećane amortizacije","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"080200","hr_080200","asset_non_current",1,"Odgođena porezna imovina s osnove otpisa potraživanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"080300","hr_080300","asset_non_current",1,"Odgođena porezna imovina s osnove drugih troškova","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"081000","hr_081000","asset_receivable",1,"Ostala odgođena porezna imovina","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"100000","hr_100000","asset_cash",0,"Transakcijski računi u bankama","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"102000","hr_102000","asset_cash",0,"Blagajne","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"103000","hr_103000","asset_cash",0,"Devizni računi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"106000","hr_106000","asset_cash",0,"Novac za kupnju deviza","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"108000","hr_108000","asset_cash",0,"Ostala novčana sredstva","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"109000","hr_109000","asset_cash",0,"Vrijednosno usklađenje depozita u bankama","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"110000","hr_110000","asset_current",0,"Ulaganja u udjele (dionice) i ostale vrijednosne papire poduzetnika unutar grupe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"112000","hr_112000","asset_current",0,"Ulaganja u udjele (dionice) društava povezanih sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"112100","hr_112100","asset_current",0,"Ulaganja u ostale vrijednosne papire društava povezanih sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"113000","hr_113000","asset_current",0,"Dani zajmovi, depoziti i slično društvima povezanim sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"114000","hr_114000","asset_current",0,"Ulaganja u vrijednosne papire","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"115000","hr_115000","asset_current",0,"Dani zajmovi, depoziti i sl.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"116000","hr_116000","asset_current",0,"Potraživanja iz ulaganja u investicijske fondove","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"117000","hr_117000","asset_current",,"Otkup kratkoročnih potraživanja (faktoring)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"117100","hr_117100","asset_current",,"Ulaganje u kratkotrajne eskontne poslove","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"117200","hr_117200","asset_current",,"Potraživanja za više uplaćeno po kreditnoj kartici","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"117300","hr_117300","asset_current",,"Potraživanja za isplate avaliranih ili indosiranih mjenica","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"117400","hr_117400","asset_current",,"Potraživanja po isplaćenim garancijama","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"117500","hr_117500","asset_current",,"Potraživanja iz preuzetog duga (čl. 96. ZOO)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"117600","hr_117600","asset_current",,"Potraživanje po asignacijama, novacijama i sl.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"117800","hr_117800","asset_current",,"Ostala financijska imovina","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"118000","hr_118000","asset_current",0,"Potraživanja u sporu (npr. utužena, u predstečaju ili u stečaju i sl. iz fin. imovine)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"119000","hr_119000","asset_current",0,"Vrijednosno usklađivanje financijske imovine - kratkotrajne (analitika po otpisima iz ove skupine računa)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"120000","hr_120000","asset_receivable",1,"Potraživanja od kupaca dobara","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"120100","hr_120100","asset_receivable",1,"Potraživanja od kupaca usluga (servisne, građenje i popravci, najmovi, ustupanje radne snage, kapaciteta i dr.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"120300","hr_120300","asset_receivable",1,"Kupci građani i prodaja na potrošački kredit","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"120500","hr_120500","asset_receivable",1,"Potraživanja od kupaca za prodanu robu iz komisije","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"120900","hr_120900","asset_receivable",1,"Potraživanja za nefakturiranu isporuku dobara ili usluga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"121000","hr_121000","asset_receivable",1,"Kupci dobara iz EU","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"121100","hr_121100","asset_receivable",1,"Kupci dobara iz trećih zemalja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"121200","hr_121200","asset_receivable",1,"Kupci usluga iz EU","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"121300","hr_121300","asset_receivable",1,"Kupci usluga iz trećih zemalja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"121400","hr_121400","asset_receivable",1,"Kupci prava iz EU","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"121500","hr_121500","asset_receivable",1,"Kupci prava iz trećih zemalja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"121600","hr_121600","asset_receivable",1,"Potraživanja od kupaca povezanih osoba iz EU koje nisu grupa ni društva povezana sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"121700","hr_121700","asset_receivable",1,"Potraživanja od kupaca povezanih osoba iz trećih zemalja koje nisu grupa ni društva povezana sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"122000","hr_122000","asset_receivable",1,"Potraživanja od poduzetnika unutar grupe za isporučene robe i usluge","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"123000","hr_123000","asset_receivable",1,"Potraživanja od društava povezanih sudjelujućim interesom za isporučene robe i usluge","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"124000","hr_124000","asset_receivable",1,"Potraživanja za ugovorene kamate (koje nisu pripisane glavnici)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"124100","hr_124100","asset_receivable",1,"Potraživanja za zatezne kamate (koje nisu pripisane glavnici)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"124200","hr_124200","asset_receivable",1,"Potraživanja za kamate po nagodbama","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"124300","hr_124300","asset_receivable",1,"Potraživanje za kamatu iz danih zajmova","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"124500","hr_124500","asset_receivable",1,"Kamate iz ostalih tražbina","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"125000","hr_125000","asset_receivable",1,"Potraživanja za predujmljene usluge s PDV-om","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"125100","hr_125100","asset_receivable",1,"Potraživanja za predujmljene usluge bez PDV-a (npr. graditeljske)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"126000","hr_126000","asset_receivable",1,"Potraživanja po poslovima uvoza za tuđi račun","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"127000","hr_127000","asset_receivable",1,"Potraživanja s osnove prodaje udjela i dionica","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"127100","hr_127100","asset_receivable",1,"Potraživanja za nakladno odobrene popuste (bonifikacije, cassa sconto, rabat i sl.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"127200","hr_127200","asset_receivable",1,"Potraživanja za predujam za kupnju dionica i udjela","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"127300","hr_127300","asset_receivable",1,"Potraživanja od komisionara","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"127400","hr_127400","asset_receivable",1,"Potraživanja za povrat PDV-a iz EU","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"127500","hr_127500","asset_receivable",1,"Potraživanja za odobrene državne potpore","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"127600","hr_127600","asset_receivable",1,"Potraživanja za PDV iz naknadno odobrenog popusta","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"127800","hr_127800","asset_receivable",1,"Potraživanja za dividendu - dobitak","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"127900","hr_127900","asset_receivable",1,"Potraživanja za povrat PDV-a iz trećih zemalja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"128000","hr_128000","asset_receivable",1,"Ostala kratkoročna potraživanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"129000","hr_129000","asset_receivable",1,"Vrijednosno usklađenje potraživanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"131000","hr_131000","asset_receivable",1,"Potraživanja od vanjskih suradnika","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"133000","hr_133000","asset_receivable",1,"Potraživanja od članova društva za predujmljeni dobitak - dividendu (+ porez 10% i prirez)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"133100","hr_133100","asset_receivable",1,"Potraživanja od članova društva za privatne troškove","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"133400","hr_133400","asset_receivable",1,"Potraživanje od obrtnika (dobitaša)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"133500","hr_133500","asset_receivable",1,"Potraživanja od prodaje članu društva","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"134000","hr_134000","asset_receivable",1,"Potraživanja za glavnicu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"135000","hr_135000","asset_receivable",1,"Potraživanja za sredstva u slobodnoj zoni","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"136000","hr_136000","asset_receivable",1,"Potraživanja za prodaju na potrošački kredit","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"137000","hr_137000","asset_receivable",1,"Potraživanja od poslovnih jedinica u inozemstvu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"138000","hr_138000","asset_receivable",1,"Ostala poslovna potraživanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"139000","hr_139000","asset_receivable",1,"Vrijednosno usklađenje potraživanja od zaposlenih, članova društva i ostalih potraživanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140010","hr_140010","asset_current",0,"Pretporez - 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140011","hr_140011","asset_current",0,"Pretporez - 13%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140012","hr_140012","asset_current",0,"Pretporez - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140020","hr_140020","asset_current",0,"Pretporez iz predujmova - 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140021","hr_140021","asset_current",0,"Pretporez iz predujmova - 13%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140022","hr_140022","asset_current",0,"Pretporez iz predujmova - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140030","hr_140030","asset_current",0,"Ispravak pretporeza zbog izlaska iz sustava PDV-a","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140031","hr_140031","asset_current",0,"Ispravak pretporeza zbog prenamjene dobara (oslobođene isporuke)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140032","hr_140032","asset_current",0,"Ispravak pretporeza zbog promjene postotka priznavanja pretporeza - usklađenje","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140100","hr_140100","asset_current",0,"Pretporez od predujmova iz prenesene porezne obveze - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140200","hr_140200","asset_current",0,"Pretporez od stjecanja dobara iz EU - 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140210","hr_140210","asset_current",0,"Pretporez od stjecanja dobara iz EU - 13%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140220","hr_140220","asset_current",0,"Pretporez od stjecanja dobara iz EU - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140300","hr_140300","asset_current",0,"Pretporez od primljenih usluga iz EU - 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140310","hr_140310","asset_current",0,"Pretporez od primljenih usluga iz EU - 13%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140320","hr_140320","asset_current",0,"Pretporez od primljenih usluga iz EU - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140400","hr_140400","asset_current",0,"Pretporez od poreznih obveznika bez sjedišta u RH - 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
