"code","id","account_type","reconcile","name","chart_template_id/id"
"140410","hr_140410","asset_current",0,"Pretporez od poreznih obveznika bez sjedišta u RH - 13%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140420","hr_140420","asset_current",0,"Pretporez od poreznih obveznika bez sjedišta u RH - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140500","hr_140500","asset_current",0,"PDV pri uvozu dobara - 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140510","hr_140510","asset_current",0,"PDV pri uvozu dobara - 13%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140520","hr_140520","asset_current",0,"PDV pri uvozu dobara - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140600","hr_140600","asset_current",0,"Pretporez stečen po ugovoru o asignaciji ili iz preknjižavanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140700","hr_140700","asset_current",0,"Potraživanja za razliku većeg pretporeza od obveza u razdoblju oporezivanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140800","hr_140800","asset_current",0,"Pretporez koji još nije moguće priznati","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"140801","hr_140801","asset_current",0,"Pretporez za koji nije stečen uvjet za priznavanje","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"141000","hr_141000","asset_receivable",1,"Potraživanja za porez i prirez na dohodak iz plaća i drugih primanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"142000","hr_142000","asset_receivable",1,"Potraživanja za više plaćene doprinose iz plaća i na plaće","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"143000","hr_143000","asset_receivable",1,"Potraživanja za porez na dobitak i po odbitku","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"144000","hr_144000","asset_receivable",1,"Potraživanja za posebne poreze, trošarine i druge poreze od države","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"145000","hr_145000","asset_receivable",1,"Potraživanja za plaćenu ili više plaćenu članarinu TZ","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"146000","hr_146000","asset_receivable",1,"Potraživanja za članarine komori (HGK ili HOK i dr.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"147000","hr_147000","asset_receivable",1,"Potraživanja za carinu i više plaćene carinske pristojbe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"148000","hr_148000","asset_receivable",1,"Potraživanja za više plaćeni porez na cestovna motorna vozila i plovne objekte","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"148100","hr_148100","asset_receivable",1,"Potraživanja za porez na kuće za odmor i korištenje javnih površina","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"148200","hr_148200","asset_receivable",1,"Potraživanja za porez na reklamu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"148300","hr_148300","asset_receivable",1,"Potraživanja za porez na potrošnju u ugostiteljstvu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"149000","hr_149000","asset_receivable",1,"Potraživanja za ostale nespomenute poreze, doprinose, takse i pristojbe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"150000","hr_150000","asset_receivable",1,"Potraživanje za nadoknade bolovanja od HZZO","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"151000","hr_151000","asset_receivable",1,"Potraživanja od mirovinskog osiguranja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"152000","hr_152000","asset_receivable",1,"Potraživanja od lokalne samouprave","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"153000","hr_153000","asset_receivable",1,"Potraživanje za regrese, premije, stimulac. i držav. potpore","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"154000","hr_154000","asset_receivable",1,"Potraživanje od Fonda za otkupljenu ambalažu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"155000","hr_155000","asset_receivable",1,"Ostala potraživanja od državnih institucija","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"156000","hr_156000","asset_receivable",1,"Potraživanja za više plaćenu naknadu s temelja invaliditeta","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"159000","hr_159000","asset_receivable",1,"Vrijednosno usklađenje potraživanja od države i drugih institucija","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"190000","hr_190000","asset_current",0,"Unaprijed plaćeni troškovi","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"191000","hr_191000","asset_current",0,"Obračunani prihodi (budućeg razdoblja)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"192000","hr_192000","asset_current",0,"Unaprijed plaćeni ovisni troškovi nabave (koji nisu na 651)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"193000","hr_193000","asset_current",0,"Troškovi kamata iz budućeg razdoblja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"194000","hr_194000","asset_current",0,"Unaprijed plaćeni troškovi koncesija (za razdoblje do 12 mj.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"195000","hr_195000","asset_current",0,"Unaprijed plaćene franšize, trgovačko znakovlje, prava i sl. (do 12 mj.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"196000","hr_196000","asset_current",0,"Unaprijed plaćene licencije i patenti (do 12 mj.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"197000","hr_197000","asset_current",0,"Derivativ - instrument zaštite","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"199000","hr_199000","asset_current",0,"Ostali plaćeni troškovi budućeg razdoblja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"200000","hr_200000","liability_current",0,"Obveze prema poduzetnicima unutar grupe za primljene robe i usluge","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"201000","hr_201000","liability_current",0,"Obveze s osnove udjela u rezultatu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"210000","hr_210000","liability_current",0,"Obveze za izdane čekove","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"211000","hr_211000","liability_current",0,"Obveze za izdane mjenice","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"212000","hr_212000","liability_current",0,"Obveze po izdanim komercijalnim zapisima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"212100","hr_212100","liability_current",0,"Obveze po izdanim obveznicama","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"212200","hr_212200","liability_current",0,"Obveze po izdanim zadužnicama","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"212300","hr_212300","liability_current",0,"Obveze po ostalim kratkoročnim vrijednosnim papirima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"212400","hr_212400","liability_current",0,"Obveze po realiziranim jamstvima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"213000","hr_213000","liability_current",0,"Obveze prema društvima povezanim sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"213100","hr_213100","liability_current",0,"Obveze za zajmove, depozite i slično društava povezanih sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"214000","hr_214000","liability_current",0,"Obveze s osnove zajmova, depozita i sl.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"215000","hr_215000","liability_current",0,"Obveze prema bankama i drugim financijskim institucijama","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"220000","hr_220000","liability_payable",1,"Dobavljači dobara","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"220100","hr_220100","liability_payable",1,"Dobavljači usluga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"221000","hr_221000","liability_payable",1,"Dobavljači dobara iz EU","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"221100","hr_221100","liability_payable",1,"Dobavljači dobara iz trećih zemalja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"221200","hr_221200","liability_payable",1,"Dobavljači usluga iz EU","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"221300","hr_221300","liability_payable",1,"Dobavljači usluga iz trećih zemalja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"221400","hr_221400","liability_payable",1,"Dobavljači prava intelektualnog vlasništva, istraživanja tržišta i dr.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"221500","hr_221500","liability_payable",1,"Dobavljači prava na franšizu, uporabu imena i sl.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"221600","hr_221600","liability_payable",1,"Dobavljači povezane osobe iz EU koji nisu grupa ni društva povezana sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"221700","hr_221700","liability_payable",1,"Dobavljači povezane osobe iz trećih zemalja koji nisu grupa ni društva povezana sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"222000","hr_222000","liability_payable",1,"Dobavljači obrtnici i slobodna zanimanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"222700","hr_222700","liability_payable",1,"Dobavljači fizičke osobe iz EU","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"222800","hr_222800","liability_payable",1,"Dobavljači bilježnici, odvjetnici i sl.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"222900","hr_222900","liability_payable",1,"Ostali dobavljači - fizičke osobe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"223000","hr_223000","liability_payable",1,"Obveze za energetske isporuke","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"223100","hr_223100","liability_payable",1,"Obveze za usluge odvodnje i odvoza smeća","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"223200","hr_223200","liability_payable",1,"Obveze za ostale komunalne usluge","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"224000","hr_224000","liability_payable",1,"Obveze za nefakturirane a preuzete isporuke robe i usluge","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"225000","hr_225000","liability_current",1,"Primljeni predujmovi za koje su izdani računi s PDV-om","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"225100","hr_225100","liability_current",1,"Primljeni predujmovi koji nisu pod PDV-om","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"225200","hr_225200","liability_current",1,"Primljeni predujmovi iz inozemstva","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"225300","hr_225300","liability_current",1,"Obveze za predujmove građana","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"225400","hr_225400","liability_current",1,"Predujmovi za građevinske usluge (s prijenosom porezne obveze)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"225500","hr_225500","liability_current",1,"Ostale obveze za predujmove","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"230000","hr_230000","liability_current",0,"Obveze prema zaposlenicima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"231000","hr_231000","liability_current",0,"Obveze s temelja tekuće nabave u gotovini","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"231100","hr_231100","liability_current",0,"Obveze prema vanjskim članovima uprave, nadzornog odbora, prokuristima, stečajnim upraviteljima i sl.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"231200","hr_231200","liability_current",0,"Obveze za preuzeta plaćanja temeljem ugovora o cesiji, asignaciji i preuzimanjem duga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"231300","hr_231300","liability_current",0,"Obveze za ugovorene penale, kazne i sl.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"231400","hr_231400","liability_current",0,"Obveze za darovanja (do 2% od ukupnog prihoda)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"231500","hr_231500","liability_current",0,"Obveze za nadoknadu troškova (refundacije)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"231600","hr_231600","liability_current",0,"Obveze za naknadno odobrene bonifikacije, cassa sconto i druge popuste","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"231900","hr_231900","liability_current",0,"Ostale kratkoročne obveze (npr. prema vanjskim suradnicima)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"232000","hr_232000","liability_current",0,"Obveze za ugovorenu kamatu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"232100","hr_232100","liability_current",0,"Obveze za zateznu kamatu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"232200","hr_232200","liability_current",0,"Obveze za kamate na zajmove poduzetnika","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"232300","hr_232300","liability_current",0,"Obveze za kamate po sudskim sporovima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"232400","hr_232400","liability_current",0,"Obveze za kamate s temelja poreza","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"232500","hr_232500","liability_current",0,"Obveze za kamate prema građanima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"233000","hr_233000","liability_current",0,"Obveze po obračunu prodanih dobara primljenih u komisiju ili konsignaciju","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"234000","hr_234000","liability_current",0,"Obveze prema osiguravajućim društvima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"235000","hr_235000","liability_current",0,"Obveze iz poslovanja u slobodnoj zoni","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"236000","hr_236000","liability_current",0,"Obveze iz vanjskotrgovačkog poslovanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"237000","hr_237000","liability_current",0,"Obveze prema poslovnim jedinicama u inozemstvu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"238000","hr_238000","liability_current",0,"Obveze iz stjecanja udjela","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"239000","hr_239000","liability_current",0,"Obveze prema odštetnim zahtjevima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"239100","hr_239100","liability_current",0,"Obveze za poreze po poreznom nadzoru","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"239200","hr_239200","liability_current",0,"Obveze za PDV iz poslovnih odnosa","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"239300","hr_239300","liability_current",0,"Obveze za komunalnu naknadu i komunalni doprinos","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"239400","hr_239400","liability_current",0,"Obveze iz primjene valutne klauzule","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"239500","hr_239500","liability_current",0,"Obveze s osnove sudskih presuda","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"239900","hr_239900","liability_current",0,"Ostale nespomenute obveze","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240010","hr_240010","liability_current",0,"Obveza za PDV - 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240011","hr_240011","liability_current",0,"Obveza za PDV - 13%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240012","hr_240012","liability_current",0,"Obveza za PDV - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240020","hr_240020","liability_current",0,"Obveza za PDV za predujam - 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240021","hr_240021","liability_current",0,"Obveza za PDV za predujam - 13%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240022","hr_240022","liability_current",0,"Obveza za PDV za predujam - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240030","hr_240030","liability_current",0,"Obveza za PDV po nezaračunanim isporukama - 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240031","hr_240031","liability_current",0,"Obveza za PDV po nezaračunanim isporukama - 13%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240032","hr_240032","liability_current",0,"Obveza za PDV po nezaračunanim isporukama - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240040","hr_240040","liability_current",0,"Obveza za PDV s osnove vlastite potrošnje - 25%, 13% ili 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240050","hr_240050","liability_current",0,"Obveza za ispravljeni PDV zbog prenamjene dobara","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240060","hr_240060","liability_current",0,"Obračunana a nedospjela obveza za PDV","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240100","hr_240100","liability_current",0,"Obveza PDV-a po predujmu iz prenesene porezne obveze - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240110","hr_240110","liability_current",0,"Obveza PDV-a po isporukama iz prenesene porezne obveze - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240200","hr_240200","liability_current",0,"Obveze za PDV za stjecanje dobara iz EU - 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240210","hr_240210","liability_current",0,"Obveze za PDV za stjecanje dobara iz EU - 13%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240220","hr_240220","liability_current",0,"Obveze za PDV za stjecanje dobara iz EU - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240300","hr_240300","liability_current",0,"Obveze za PDV za primljene usluge iz EU - 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240310","hr_240310","liability_current",0,"Obveze za PDV za primljene usluge iz EU - 13%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240320","hr_240320","liability_current",0,"Obveze za PDV za primljene usluge iz EU - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240400","hr_240400","liability_current",0,"Obveza PDV-a za primljena dobra i usluge od poreznih obveznika bez sjedišta u RH - 5%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240410","hr_240410","liability_current",0,"Obveza PDV-a za primljena dobra i usluge od poreznih obveznika bez sjedišta u RH - 13%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240420","hr_240420","liability_current",0,"Obveza PDV-a za primljena dobra i usluge od poreznih obveznika bez sjedišta u RH - 25%","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240500","hr_240500","liability_current",0,"Obveza za obračunani PDV pri uvozu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240700","hr_240700","liability_current",0,"Obveza za razliku poreza i pretporeza u razdoblju oporezivanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"240800","hr_240800","liability_current",0,"Povrat PDV-a iz putničkog prometa fizičkim osobama iz inozemstva","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"241000","hr_241000","liability_current",0,"Obveze za porez i prirez na dohodak","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"242000","hr_242000","liability_current",0,"Obveze za doprinose za osiguranja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"243000","hr_243000","liability_current",0,"Obveze za porez na dobitak, dohodak od kapitala i porez po odbitku","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"244000","hr_244000","liability_current",0,"Obveza za posebni porez na motorna vozila (PPMV)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"244100","hr_244100","liability_current",0,"Obveza za posebni porez na kavu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"244200","hr_244200","liability_current",0,"Obveza za posebni porez na bezalkoholna pića","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"244300","hr_244300","liability_current",0,"Obveza za trošarinu na alkohol i alkoholna pića","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"244400","hr_244400","liability_current",0,"Obveza za trošarinu na energente i el. energiju","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"244500","hr_244500","liability_current",0,"Obveze za trošarinu na duhanske proizvode i duhanske prerađevine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"244800","hr_244800","liability_current",0,"Obveze za upravnu pristojbu","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"245000","hr_245000","liability_current",0,"Obveze za članarinu turističkim zajednicama","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"246000","hr_246000","liability_current",0,"Obveze za članarinu komori","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"247000","hr_247000","liability_current",0,"Obveze za carinu i carinske pristojbe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"248000","hr_248000","liability_current",0,"Obveze za lokalne poreze i druga davanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"249000","hr_249000","liability_current",0,"Ostale obveze javnih davanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"250000","hr_250000","liability_current",0,"Obveze prema poduzetnicima unutar grupe","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"251000","hr_251000","liability_current",0,"Obveze za zajmove, depozite i sl.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"252000","hr_252000","liability_current",0,"Obveze prema bankama i dr. financijskim institucijama","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"253000","hr_253000","liability_current",0,"Dugoročne obveze iz financijskog i operativnog lizinga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"254000","hr_254000","liability_current",0,"Obveze za predujmove","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"255000","hr_255000","liability_current",0,"Obveze prema dobavljačima (neisplaćene dugoročne obveze prema vjerovnicima s osnove poslovanja)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"256000","hr_256000","liability_current",0,"Obveze po vrijednosnim papirima (dugoročnim)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"257000","hr_257000","liability_current",0,"Obveze prema društvima povezanim sudjelujućim interesom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"259000","hr_259000","liability_non_current",0,"Obveze prema zakladama, komorama i sl.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"259100","hr_259100","liability_non_current",0,"Dugoročne obveze za porez","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"259200","hr_259200","liability_non_current",0,"Dugoročne obveze za socijalno osiguranje","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"259300","hr_259300","liability_non_current",0,"Obveze za dugoročne jamčevine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"259900","hr_259900","liability_non_current",0,"Ostale dugoročne obveze","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"260000","hr_260000","liability_non_current",0,"Odgođena porezna obveza","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"280000","hr_280000","liability_non_current",0,"Rezerviranja za otpremnine i mirovine","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"281000","hr_281000","liability_non_current",0,"Rezerviranja za porezne obveze","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"282000","hr_282000","liability_non_current",0,"Rezerviranja za započete sudske sporove","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"283000","hr_283000","liability_non_current",0,"Rezerviranja za troškove obnavljanja prirodnih bogatstava","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"284000","hr_284000","liability_non_current",0,"Rezerviranja za troškove u jamstvenim rokovima","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"285000","hr_285000","liability_non_current",0,"Druga rezerviranja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"290000","hr_290000","liability_non_current",0,"Obračunani troškovi za koje nije primljena faktura (telefon, grijanje, el. energija, plin, voda i sl.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"290100","hr_290100","liability_non_current",0,"Obračunana najamnina iz operativnog (poslovnog) najma","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"290200","hr_290200","liability_non_current",0,"Obračunani troškovi tekućeg održavanja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"290300","hr_290300","liability_non_current",0,"Obračunani troškovi reklame, propagande i sajmova","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"290400","hr_290400","liability_non_current",0,"Obračunane a neplaćene usluge korištene u obračunskom razdoblju","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"290500","hr_290500","liability_non_current",0,"Obračunani rad po ugovoru o djelu, autor. hon.","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"290600","hr_290600","liability_non_current",0,"Obračunani kalo, rastep, kvar i lom","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"290700","hr_290700","liability_non_current",0,"Obračunani troškovi premije osiguranja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"290800","hr_290800","liability_non_current",0,"Uračunani troškovi službenih glasila i stručnih časopisa","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"290900","hr_290900","liability_non_current",0,"Obračunani ostali troškovi poslovanja (troškovi prijevoza, bankovne usluge i platni promet, reprezentacija i dr.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"291000","hr_291000","liability_non_current",0,"Obračunani troškovi korištenih prava","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"292000","hr_292000","liability_non_current",0,"Obračunani troškovi nabave dobara","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"293000","hr_293000","liability_non_current",0,"Obračunani prihodi budućeg razdoblja","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"294000","hr_294000","liability_non_current",0,"Odgođeni prihodi iz državnih potpora (HSFI t. 15.37 i MRS 20, t. 12. i 24.)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"295000","hr_295000","liability_non_current",0,"Odgođeno priznavanje prihoda","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"296000","hr_296000","liability_non_current",0,"Odgođeni prihod s osnove nefakturiranih isporuka dobara i usluga","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"297000","hr_297000","liability_non_current",0,"Nerealizirani dobitci iz financijske imovine (HSFI 9 i MSFI 9)","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
"298000","hr_298000","liability_non_current",0,"Odgođeni fakturirani prihod za koji nije nastala isporuka","l10n_hr_coa_rrif_2022.l10n_hr_coa_rrif_2022"
